,pianist,track,duration,album,composition,setting,split
1007,Tommy Flanagan,jtd/flanagant-cousinmary-mrazgfostera-1982-3ab53d05,198.96875,Tommy Flanagan (Giant Steps In Memory of John Coltrane),cousin mary,trio,train
1008,McCoy Tyner,jtd/tynerm-inyourownsweetway-davissjonese-1962-81aa6670,109.98958333333333,McCoy Tyner (Inception  Reaching Fourth),in your own sweet way,trio,train
1009,Bill Evans,jtd/evansb-songfrommashsuicideis-johnsonmlabarberaj-1980-ed6edc64,109.25,Bill Evans (Consecration),song from mash suicide is painless,trio,train
1010,Bill Evans,jtd/evansb-thedayofwineand-johnsonmlabarberaj-1980-2d2f7b0f,109.98958333333333,Bill Evans (His Last Concert in Germany),days of wine roses,trio,train
1011,Oscar Peterson,jtd/petersono-softwinds-orstednhayesl-1971-2018b427,139.98958333333331,Oscar Peterson (Great Connection),soft winds,trio,train
1012,Bill Evans,jtd/evansb-walkingup-israelscmotianp-1961-5e0a4b8d,72.5,Bill Evans (The Complete Riverside Recordings),walkin up,trio,train
1013,Cedar Walton,jtd/waltonc-fantasyind-jonesshigginsb-1974-c215a217,199.98958333333331,Cedar Walton (Pit Inn),fantasy in d,trio,train
1014,Bill Evans,jtd/evansb-waltzfordebby-gomezemorellm-1972-3cb853ec,49.98958333333333,Bill Evans (Live In Paris 1972 Vol 1),waltz for debby,trio,train
1015,Bill Evans,jtd/evansb-nardis-gomezedejohnettej-1967-8fce94b9,67.09895833333333,Bill Evans (Another Time  The Hilversum Concert),nardis,trio,train
1016,Oscar Peterson,jtd/petersono-justoneofthosethings-brownrthigpene-1959-4e478496,47.9296875,Oscar Peterson (Oscar Peterson Plays the Cole Porter Songbook),just one of those things,trio,train
1017,Hank Jones,jtd/jonesh-flymetothemoon-wongdpearsonl-2010-ce7f21e1,47.55989583333333,Hank Jones (Last Recording),fly me to the moon,trio,train
1018,Keith Jarrett,jtd/jarrettk-santaclausiscomingto-peacockgdejohnettej-1998-22e04d0b,216.95963541666666,Keith Jarrett (After the Fall),santa claus is coming to town,trio,train
1019,Kenny Drew,jtd/drewk-hushabyejewishfolktune-rstednthigpene-1982-038b2bd4,118.81901041666666,Kenny Drew (The Lullaby),hushabye,trio,train
1020,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-f8b4f914,79.98958333333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),like someone in love,trio,train
1021,Gene Harris,jtd/brownr-buhainabuhaina-harrisghamiltonj-1988-e6473de6,107.39973958333333,Gene Harris (Live at the Loa  Summer Wind),buhaina buhaina,trio,train
1022,Oscar Peterson,jtd/petersono-politicsandpoker-brownrthigpene-1960-fa0e06ca,29.989583333333332,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),politics and poker,trio,train
1023,Tommy Flanagan,jtd/flanagant-tintindeo-washingtonpnashl-1997-2177a449,166.97916666666666,Tommy Flanagan (Sunset and the Mockingbird),tin tin deo,trio,train
1024,Ahmad Jamal,jtd/jamala-frankstune-nasserjgantf-1967-7eb113ca,79.98958333333333,Ahmad Jamal (At the Top Poinciana Revisited),franks tune,trio,train
1025,Keith Jarrett,jtd/jarrettk-lisbonstomp-hadencmotianp-1968-8994c848,169.09895833333331,Keith Jarrett (Somewhere Before The Atlantic Years 19681975),lisbon stomp,trio,train
1026,Junior Mance,jtd/mancej-insideout-woodejdurhamb-1994-fc13c01a,169.98958333333331,Junior Mance (Softly as in a Morning Sunrise),inside out,trio,train
1027,Chick Corea,jtd/coreac-somedaymyprincewillcome-patituccijweckld-1989-2fea2bf0,63.359375,Chick Corea (Chick Corea Akoustic Band),someday my prince will come,trio,train
1028,Tommy Flanagan,jtd/flanagant-flanagansshenanigans-lundgaardjnashl-1993-a58fe294,99.00911458333333,Tommy Flanagan (Flanagans Shenanigans),flanagans shenanigans,trio,train
1029,McCoy Tyner,jtd/tynerm-giantsteps-sharpeascotta-1991-e37a49fc,79.98958333333333,McCoy Tyner (Remembering John),giant steps,trio,train
1030,Hank Jones,jtd/jonesh-bloomdido-duviviergrileyb-1977-bc27c25e,100.82942708333333,Hank Jones (Bop Redux  Groovin High),bloomdido,trio,train
1031,Oscar Peterson,jtd/petersono-soon-brownrthigpene-1961-011c34fb,129.98958333333331,Oscar Peterson (The London House Sessions),soon,trio,train
1032,Bill Evans,jtd/evansb-sowhat-gomezemorellm-1975-ed3a8a72,158.51432291666666,Bill Evans (Blue in Green The Concert in Canada),so what,trio,train
1033,Kenny Drew,jtd/drewk-astrangerinparadise-rstedntootiea-1974-a219deb8,159.98958333333331,Kenny Drew (Dark Beauty),a stranger in paradise,trio,train
1034,Thelonious Monk,jtd/monkt-wellyouneedntalternatetake-rameygblakeya-1949-dd53087d,119.98958333333333,Thelonious Monk (Complete 1947  1952 Blue Note Recordings),well you neednt,trio,train
1035,Kenny Barron,jtd/barronk-howdeepistheocean-reidrlewisv-1991-7865efb5,107.29947916666666,Kenny Barron (The Moment),how deep is the ocean,trio,train
1036,Kenny Drew,jtd/drewk-yesterdays-russellcblakeya-1951-3dc431b2,167.76953125,Kenny Drew (Howard McGhee  Introducing The Kenny Drew Trio),yesterdays,trio,train
1037,Cedar Walton,jtd/waltonc-alonetogether-carterrdejohnettej-1983-f04ec272,98.98307291666666,Cedar Walton (Walton Carter  DeJohnette),alone together,trio,train
1038,Tommy Flanagan,jtd/flanagant-thebalancedscales-lundgaardjnashl-1993-c5831559,122.5,Tommy Flanagan (Flanagans Shenanigans),the balanced scales,trio,train
1039,Keith Jarrett,jtd/jarrettk-youtookadvantageofme-peacockgdejohnettej-2001-05f97c66,269.9895833333333,Keith Jarrett (My Foolish Heart Live at Montreux),you took advantage of me,trio,train
1040,Junior Mance,jtd/mancej-fallinginlovewithlove-bettskwilliamsj-1997-a56cfee6,139.08984375,Junior Mance (The Floating Jazz Festival Trio 1997),falling in love with love,trio,train
1041,Bill Evans,jtd/evansb-billshittune-johnsonmlabarberaj-1980-aadbd377,99.98958333333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),bills hit tune,trio,train
1042,McCoy Tyner,jtd/tynerm-impressions-carterrjonese-1975-cbdd2d66,139.98958333333331,McCoy Tyner (Trident),so what,trio,train
1043,Oscar Peterson,jtd/petersono-thegravywaltz-brownrthigpene-1964-5603a4da,119.98958333333333,Oscar Peterson (Affinity),the gravy waltz,trio,train
1044,Bill Evans,jtd/evansb-daysofwineroses-johnsonmlabarberaj-1980-1dbb441c,112.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),days of wine roses,trio,train
1045,Chick Corea,jtd/coreac-howhesingsnowhe-vitoumhaynesr-1968-b4972ab0,189.39973958333331,Chick Corea (Now He Sings Now He Sobs),how he sings now he sobs,trio,train
1046,McCoy Tyner,jtd/tynerm-neverletmego-clarkesfostera-1999-37c19581,66.609375,McCoy Tyner (McCoy Tyner with Stanley Clarke and Al Foster),never let me go,trio,train
1047,Bill Evans,jtd/evansb-gonewiththewind-gomezejoep-1966-20531312,76.77994791666666,Bill Evans (The Complete Bill Evans on Verve),gone with the wind,trio,train
1048,Chick Corea,jtd/coreac-pucciniswalk-gomezemotianp-2010-f73a790c,115.65885416666666,Chick Corea (Further Explorations),puccinis walk,trio,train
1049,McCoy Tyner,jtd/tynerm-tranelike-clarkesfostera-1998-f61d311f,139.95963541666666,McCoy Tyner (McCoy Tyner with Stanley Clarke and Al Foster),tranelike,trio,train
1050,Bill Evans,jtd/evansb-turnoutthestars-gomezemorellm-1974-c60c9a34,66.90885416666666,Bill Evans (Complete Fantasy Recordings),turn out the stars,trio,train
1051,John Hicks,jtd/hicksj-pasdetrois-lundycmuhammadi-1987-119bd5d3,182.5,John Hicks (Ill Give You Something to Remember Me By),pas de trois,trio,train
1052,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-607b3caf,38.01953125,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),my romance,trio,train
1053,Bill Evans,jtd/evansb-autumnleavestake2-lafarosmotianp-1960-5b35a288,116.00911458333333,Bill Evans (Seven Classic Albums),autumn leaves,trio,train
1054,Tommy Flanagan,jtd/flanagant-allgodschildren-mrazgfostera-1986-3f6be687,159.98958333333331,Tommy Flanagan (Nights at the Vanguard),all gods children,trio,train
1055,Tommy Flanagan,jtd/flanagant-cupbearers-mrazgjonese-1976-9f95221a,107.86979166666666,Tommy Flanagan (Eclypso),cup bearers,trio,train
1056,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-2f3f1a5e,78.00911458333333,Bill Evans (Consecration),like someone in love,trio,train
1057,Kenny Barron,jtd/barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,189.62890625,Kenny Barron (Live),someday my prince will come,trio,train
1058,John Hicks,jtd/hicksj-minormishap-williamsbhayesl-2006-993c7814,89.98958333333333,John Hicks (On the Wings of an Eagle),minor mishap,trio,train
1059,Bill Evans,jtd/evansb-lettertoevan-johnsonmlabarberaj-1980-5ec201fe,97.01953125,Bill Evans (Consecration),letter to evan,trio,train
1060,Cedar Walton,jtd/waltonc-roundmidnight-jonesshigginsb-1974-b78beac8,119.98958333333333,Cedar Walton (Pit Inn),round midnight,trio,train
1061,Bill Evans,jtd/evansb-ongreendolphinstreet-gomezejoep-1966-bd6b7954,29.989583333333332,Bill Evans (The Complete Bill Evans on Verve),green dolphin street,trio,train
1062,McCoy Tyner,jtd/tynerm-momentsnotice-carterrwilliamst-1977-279743d1,79.98958333333333,McCoy Tyner (Supertrios),moments notice,trio,train
1063,Kenny Barron,jtd/barronk-timewastake2-williamsbrileyb-1984-9754814e,119.98958333333333,Kenny Barron (Green Chimneys),time was,trio,train
1064,Bill Evans,jtd/evansb-ongreendolphinstreet-gomezedejohnettej-1967-e580f47d,79.109375,Bill Evans (Some Other Time The Lost Session From the Black Forest),green dolphin street,trio,train
1065,Bill Evans,jtd/evansb-youregonnahearfromme-gomezedejohnettej-1967-ed653c5d,109.98958333333333,Bill Evans (Another Time  The Hilversum Concert),youre gonna hear from me,trio,train
1066,Kenny Barron,jtd/barronk-theonlyone-drummondrrileyb-1990-724c953d,158.79947916666666,Kenny Barron (The Only One),the only one,trio,train
1067,Bill Evans,jtd/evansb-sugarplum-gomezemorellm-1972-2232ff2c,39.98958333333333,Bill Evans (Live In Paris 1972 Vol 2),sugarplum,trio,train
1068,Junior Mance,jtd/mancej-fordancersonly-carterrrokerm-1962-7662be56,36.98958333333333,Junior Mance (Happy Time),for dancers only,trio,train
1069,Ahmad Jamal,jtd/jamala-stareyes-crosbyifournierv-1960-72ca799a,109.98958333333333,Ahmad Jamal (Ahmad Jamal Eight Classic Albums),star eyes,trio,train
1070,Oscar Peterson,jtd/petersono-aslongastheresmusic-brownrthigpene-1961-cd88604b,129.98958333333331,Oscar Peterson (The London House Sessions),as long as theres music,trio,train
1071,Bill Evans,jtd/evansb-gonewiththewind-gomezejoep-1966-eb135dab,69.98958333333333,Bill Evans (The Complete Bill Evans on Verve),gone with the wind,trio,train
1072,Tommy Flanagan,jtd/flanagant-betweenthedevilandthe-washingtonpnashl-1996-fec7786e,92.5,Tommy Flanagan (Sea Changes),between the devil and the deep blue sea,trio,train
1073,Bill Evans,jtd/evansb-five-koticktmotianp-1958-0edf0a58,105.97916666666666,Bill Evans (Kind of Evans),five,trio,train
1074,Kenny Drew,jtd/drewk-lullabyofbirdland-rstednthigpene-1982-701b46df,109.89973958333333,Kenny Drew (The Lullaby),love me or leave me,trio,train
1075,Oscar Peterson,jtd/petersono-de-brownrthigpene-1964-58663e57,117.5,Oscar Peterson (We Get Requests),d e,trio,train
1076,Kenny Drew,jtd/drewk-russianlullaby-rstednthigpene-1982-98e1b8ec,62.5,Kenny Drew (The Lullaby),russian lullaby,trio,train
1077,Tommy Flanagan,jtd/flanagant-seachanges-washingtonpnashl-1996-3dfc9604,109.98958333333333,Tommy Flanagan (Sea Changes),sea changes,trio,train
1078,John Hicks,jtd/hicksj-mymondaydate-dolphindbrooksc-2003-a324ffcb,117.71875,John Hicks (Fathas Day An Earl Hines Songbook),a monday date,trio,train
1079,McCoy Tyner,jtd/tynerm-bluesformax-sharpeahayesl-1987-f3781383,149.98958333333331,McCoy Tyner (Bon Voyage),blues for max,trio,train
1080,Bill Evans,jtd/evansb-daysofwineroses-johnsonmlabarberaj-1980-c2ab551d,109.95963541666666,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),days of wine roses,trio,train
1081,Hank Jones,jtd/jonesh-hanksblues-duviviergdawsona-1978-47611deb,119.98958333333333,Hank Jones (Compassion),hanks blues,trio,train
1082,Kenny Barron,jtd/barronk-bouncinwithbud-carterrcobhamb-2003-543d8217,209.09895833333331,Kenny Barron (Live in Japan 2003),bouncin with bud,trio,train
1083,Gene Harris,jtd/brownr-myromance-harrisghamiltonj-1991-037d485a,149.98958333333331,Gene Harris (3 Dimensional),my romance,trio,train
1084,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-d786dfbb,169.98958333333331,Bill Evans (The Last Waltz),turn out the stars,trio,train
1085,Kenny Barron,jtd/barronk-surreywiththefringeon-drummondrrileyb-1990-e6533db7,129.98958333333331,Kenny Barron (The Only One),surrey with the fringe on top,trio,train
1086,Oscar Peterson,jtd/petersono-itsallrightwithme-brownrthigpene-1959-bb8fd89b,64.94921875,Oscar Peterson (Oscar Peterson Plays the Cole Porter Songbook),its all right with me,trio,train
1087,Keith Jarrett,jtd/jarrettk-fivebrothers-peacockgdejohnettej-2001-aee0fe74,239.64973958333331,Keith Jarrett (My Foolish Heart Live at Montreux),i got rhythm,trio,train
1088,Oscar Peterson,jtd/petersono-tricrotism-brownrthigpene-1964-e3a641bd,150.00911458333331,Oscar Peterson (In Tokyo 1964),tricotism,trio,train
1089,Bill Evans,jtd/evansb-myromancetake2-lafarosmotianp-1961-6f77858d,106.75,Bill Evans (The Complete Village Vanguard Recordings 1961),my romance,trio,train
1090,Oscar Peterson,jtd/petersono-iloveyou-mrazgpricer-1970-d6e695d7,69.98958333333333,Oscar Peterson (Two Originals Walking the Line  Another Day),i love you,trio,train
1091,Bill Evans,jtd/evansb-nardis-gomezemorellm-1969-f47d7f6a,66.859375,Bill Evans (A Jazz Hour With Bill Evans Autumn Leaves),nardis,trio,train
1092,Ahmad Jamal,jtd/jamala-likesomeoneinlovealternative-crosbyifournierv-1960-70b3bb7d,38.889322916666664,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),like someone in love,trio,train
1093,Bill Evans,jtd/evansb-midnightmood-gomezemorellm-1974-eeb2b914,52.5,Bill Evans (Live in Europe II),midnight mood,trio,train
1094,Tommy Flanagan,jtd/flanagant-5021-mrazgjonese-1978-aa26e2b9,109.98958333333333,Tommy Flanagan (Confirmation),5021,trio,train
1095,McCoy Tyner,jtd/tynerm-thenighthasathousand-clarkesfostera-1999-d4782113,62.5,McCoy Tyner (Afro Blue),the night has a thousand eyes,trio,train
1096,Junior Mance,jtd/mancej-milestones-thompsondalleynea-1997-a35d3e19,148.70963541666666,Junior Mance (Milestones),milestones,trio,train
1097,Ahmad Jamal,jtd/jamala-allison-nasserjgantf-1966-9784ab38,109.68880208333333,Ahmad Jamal (Heat Wave),allison,trio,train
1098,Oscar Peterson,jtd/petersono-bossabeguine-brownrhayesl-1965-caf29551,36.93880208333333,Oscar Peterson (Blues Etude),bossa beguine,trio,train
1099,Thelonious Monk,jtd/monkt-misterioso-mckibbonablakeya-1971-e64ad948,269.7890625,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),misterioso,trio,train
1100,Tommy Flanagan,jtd/flanagant-lets-washingtonpnashl-1997-03bbc9f5,149.98958333333331,Tommy Flanagan (Sunset and the Mockingbird),lets,trio,train
1101,Hank Jones,jtd/jonesh-speaklow-mcbrideccobbj-2006-53d6b837,129.98958333333331,Hank Jones (West of 5th),speak low,trio,train
1102,Bill Evans,jtd/evansb-stellabystarlight-israelscbunkerl-1964-97b68a98,69.98958333333333,Bill Evans (The Complete Bill Evans on Verve),stella by starlight,trio,train
1103,Keith Jarrett,jtd/jarrettk-ifiwereabell-peacockgdejohnettej-1993-4a223fa3,268.8294270833333,Keith Jarrett (Live at Open Theater East),if i were a bell,trio,train
1104,Junior Mance,jtd/mancej-thiscantbelove-bettskwilliamsj-1998-531c49f7,218.9296875,Junior Mance (Mance),this cant be love,trio,train
1105,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-c67ffd5a,119.98958333333333,Bill Evans (Complete Live at Ronnie Scotts 1980),like someone in love,trio,train
1106,Bill Evans,jtd/evansb-lettertoevan-johnsonmlabarberaj-1980-45b5ef54,89.98958333333333,Bill Evans (Complete Live at Ronnie Scotts 1980),letter to evan,trio,train
1107,Abdullah Ibrahim,jtd/ibrahima-duke-bullockbkunenes-2001-0914cb19,108.79947916666666,Abdullah Ibrahim (African Magic),duke,trio,train
1108,Chick Corea,jtd/coreac-diane-gomezemotianp-2010-cac6581e,92.4296875,Chick Corea (Further Explorations),diane,trio,train
1109,Bill Evans,jtd/evansb-nightandday-jonessjoep-1958-8d805cd6,117.5,Bill Evans (Everybody Digs Bill Evans),night and day,trio,train
1110,Kenny Drew,jtd/drewk-eveningatthepark-vindingmthigpene-1981-cb60e40d,79.98958333333333,Kenny Drew (Your Soft Eyes),evening at the park,trio,train
1111,Oscar Peterson,jtd/petersono-putonahappyface-brownrthigpene-1961-fde602cb,290.0,Oscar Peterson (The London House Sessions),put on a happy face,trio,train
1112,Junior Mance,jtd/mancej-broadway-tanakahwilliamsj-2007-97763166,172.5,Junior Mance (Live at Caf Loup),broadway,trio,train
1113,Tommy Flanagan,jtd/flanagant-meanwhatyousay-lundgaardjnashl-1993-94306a51,39.43880208333333,Tommy Flanagan (Lets Play the Music of Thad Jones),mean what you say,trio,train
1114,Oscar Peterson,jtd/petersono-sometimesimhappy-brownrthigpene-1961-4e1d3c4f,267.6497395833333,Oscar Peterson (The London House Sessions),sometimes im happy,trio,train
1115,Cedar Walton,jtd/waltonc-turquoise-williamsdcobbj-2005-78ec10ad,117.91927083333333,Cedar Walton (Midnight Waltz),turquoise,trio,train
1116,Bill Evans,jtd/evansb-waltzfordebby-gomezemorellm-1969-94e978bc,39.98958333333333,Bill Evans (Youre Gonna Hear From Me),waltz for debby,trio,train
1117,Ahmad Jamal,jtd/jamala-littleoldlady-crosbyifournierv-1959-602da9e5,239.98958333333331,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),little old lady,trio,train
1118,Chick Corea,jtd/coreac-perisscope-gomezemotianp-2010-f8c0d376,109.98958333333333,Chick Corea (Further Explorations),peris scope,trio,train
1119,Oscar Peterson,jtd/petersono-youlookgoodtome-brownrthigpene-1964-94c8d44d,79.9296875,Oscar Peterson (We Get Requests),you look good to me,trio,train
1120,Ahmad Jamal,jtd/jamala-bellows-heardjisraely-1992-ce069d98,66.9296875,Ahmad Jamal (Chicago Revisited),bellows,trio,train
1121,Cedar Walton,jtd/waltonc-imeanyou-williamsdhigginsb-1992-eaae5d79,159.98958333333331,Cedar Walton (Manhattan Afternoon),i mean you,trio,train
1122,McCoy Tyner,jtd/tynerm-effendi-davisajonese-1962-c1428278,118.43880208333333,McCoy Tyner (Inception  Reaching Fourth),effendi,trio,train
1123,Kenny Barron,jtd/barronk-allgodschildren-drummondrrileyb-1990-8b77c067,159.81901041666666,Kenny Barron (The Only One),all gods children,trio,train
1124,Hank Jones,jtd/jonesh-scrapplefromtheapple-mrazgwashingtonk-1991-56f2b4cf,112.99088541666666,Hank Jones (Hank Jones Trio),i got rhythm,trio,train
1125,Junior Mance,jtd/mancej-swingmatism-tuckerbthomasb-1960-4f04dd7a,119.98958333333333,Junior Mance (The Soulful Piano of Junior Mance),swingmatism,trio,train
1126,Bill Evans,jtd/evansb-baublesbanglesandbeads-gomezedejohnettej-1967-092c4620,79.98958333333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),baubles bangles and beads,trio,train
1127,Bill Evans,jtd/evansb-veryearly-gomezedejohnettej-1967-7fe01c10,98.93880208333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),very early,trio,train
1128,Bill Evans,jtd/evansb-repersoniknew-gomezejoep-1966-a911b4ff,88.00911458333333,Bill Evans (The Complete Bill Evans on Verve),re person i knew,trio,train
1129,Bill Evans,jtd/evansb-five-johnsonmlabarberaj-1980-33e402fe,38.908854166666664,Bill Evans (The Last Waltz),five,trio,train
1130,Kenny Barron,jtd/barronk-embraceableyoutake2-reidrwaitsf-1984-cf648aa2,178.88932291666666,Kenny Barron (New York Attitude),embraceable you,trio,train
1131,Oscar Peterson,jtd/petersono-bagsgroove-brownrthigpene-1964-6c994182,152.5,Oscar Peterson (In Tokyo 1964),bags groove,trio,train
1132,Bill Evans,jtd/evansb-sugarplum-gomezemorellm-1972-0cfa2d37,102.5,Bill Evans (Momentum),sugarplum,trio,train
1133,Cedar Walton,jtd/brownr-sistersadie-waltoncjonese-1977-f5293ebf,88.68880208333333,Cedar Walton (Something for Lester),sister sadie,trio,train
1134,Ahmad Jamal,jtd/jamala-weliveintwodifferent-crosbyifournierv-1959-ca5d66a6,49.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),we,trio,train
1135,Bill Evans,jtd/evansb-woodynyoutake1-chamberspjoep-1958-bb20f7bb,132.5,Bill Evans (Peace Piece and Other Pieces),woodyn you,trio,train
1136,Oscar Peterson,jtd/petersono-learnintheblues-brownrthigpene-1959-87a53fd5,68.97916666666666,Oscar Peterson (A Jazz Portrait of Frank Sinatra),learnin the blues,trio,train
1137,Junior Mance,jtd/mancej-thesimplewaltz-carterrrokerm-1962-5ec77275,109.98958333333333,Junior Mance (Happy Time),the simple waltz,trio,train
1138,Oscar Peterson,jtd/petersono-people-brownrthigpene-1964-7bf701f2,69.98958333333333,Oscar Peterson (We Get Requests),people,trio,train
1139,Oscar Peterson,jtd/petersono-betterlucknexttime-brownrthigpene-1961-db8ec00c,249.98958333333331,Oscar Peterson (The London House Sessions),better luck next time,trio,train
1140,Bill Evans,jtd/evansb-wrapyourtroublesindreams-gomezejoep-1966-488da3ef,69.75,Bill Evans (The Complete Bill Evans on Verve),wrap your troubles in dreams,trio,train
1141,John Hicks,jtd/hicksj-pocketfullofblues-dolphindbrooksc-2001-522e4eea,159.6796875,John Hicks (Music in the Key of Clark),pocket full of blues,trio,train
1142,Bill Evans,jtd/evansb-gonewiththewind-gomezejoep-1966-3093bf39,97.79947916666666,Bill Evans (The Complete Bill Evans on Verve),gone with the wind,trio,train
1143,Tommy Flanagan,jtd/flanagant-rachelsrondo-mitchellrjonese-1980-9adbfa60,139.02994791666666,Tommy Flanagan (Super Session),rachels rondo,trio,train
1144,John Hicks,jtd/hicksj-emily-drummondrmuhammadi-1990-4bae4e77,159.98958333333331,John Hicks (Is That So),emily,trio,train
1145,Ahmad Jamal,jtd/jamala-lullabyofbirdland-heardjisraely-1992-8a3fdd08,48.859375,Ahmad Jamal (Chicago Revisited),love me or leave me,trio,train
1146,Gene Harris,jtd/brownr-timeaftertime-harrisghamiltonj-1991-b3e6c985,69.98958333333333,Gene Harris (3 Dimensional),time after time,trio,train
1147,Keith Jarrett,jtd/jarrettk-everythingilove-hadencmotianp-1970-480dc582,112.5,Keith Jarrett (Foundations The Keith Jarrett Anthology),everything i love,trio,train
1148,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-3325d107,122.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),like someone in love,trio,train
1149,Oscar Peterson,jtd/petersono-soon-brownrthigpene-1961-84237ead,166.56901041666666,Oscar Peterson (The London House Sessions),soon,trio,train
1150,Bill Evans,jtd/evansb-thesethingscalledchanges-gomezemannes-1966-a08b2f09,39.98958333333333,Bill Evans (The Complete Bill Evans on Verve),these things called changes,trio,train
1151,Bill Evans,jtd/evansb-34skidoo-gomezemorellm-1974-18569365,158.6796875,Bill Evans (Live in Europe II),34 skidoo,trio,train
1152,Junior Mance,jtd/mancej-loveforsale-thompsondalleynea-1997-191b3064,189.98958333333331,Junior Mance (Milestones),love for sale,trio,train
1153,Oscar Peterson,jtd/petersono-summertime-brownrthigpene-1960-1ef3a1ba,106.76953125,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),summertime,trio,train
1154,Kenny Drew,jtd/drewk-forgottenbutnotgone-vindingmthigpene-1981-cdad7419,79.34895833333333,Kenny Drew (Your Soft Eyes),forgotten but not gone,trio,train
1155,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-45a56209,122.5,Bill Evans (Consecration),like someone in love,trio,train
1156,Bill Evans,jtd/evansb-sweetlovely-lafarosmotianp-1960-95ba28a5,59.98958333333333,Bill Evans (Seven Classic Albums),sweet and lovely,trio,train
1157,Hank Jones,jtd/jonesh-cominhomebaby-hollanddcopelandk-1989-44c9d853,119.98958333333333,Hank Jones (The Touch),comin home baby,trio,train
1158,Bill Evans,jtd/evansb-veryearly-gomezemorellm-1969-e8bb252c,45.819010416666664,Bill Evans (A Jazz Hour With Bill Evans Autumn Leaves),very early,trio,train
1159,Oscar Peterson,jtd/petersono-ongreendolphinstreet-brownrthigpene-1961-a574389f,159.98958333333331,Oscar Peterson (The London House Sessions),green dolphin street,trio,train
1160,Hank Jones,jtd/jonesh-intimidation-hollanddcopelandk-1989-c8e7a552,79.98958333333333,Hank Jones (The Touch),intimidation,trio,train
1161,Thelonious Monk,jtd/monkt-aprilinparisalternatetake-rameygblakeya-1949-611e75bd,79.98958333333333,Thelonious Monk (Complete 1947  1952 Blue Note Recordings),april in paris,trio,train
1162,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezemorellm-1968-b823bfb9,59.98958333333333,Bill Evans (Live at Art DLugoffs Top of the Gate),someday my prince will come,trio,train
1163,Kenny Drew,jtd/drewk-eveninginthepark-rstednqueena-1988-11ad5806,107.59895833333333,Kenny Drew (Impressions),evening at the park,trio,train
1164,Bill Evans,jtd/evansb-butnotforme-johnsonmlabarberaj-1980-72a459bc,104.82942708333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),but not for me,trio,train
1165,Ahmad Jamal,jtd/jamala-ongreendolphinstreet-crosbyiperkinsw-1960-e395ced7,104.63932291666666,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),green dolphin street,trio,train
1166,Bill Evans,jtd/evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,33.87890625,Bill Evans (The Complete Village Vanguard Recordings 1961),glorias step,trio,train
1167,Teddy Wilson,jtd/wilsont-sweetlorraine-hintonmjacksono-1976-26d94d9f,38.109375,Teddy Wilson (Three Little Words),sweet lorraine,trio,train
1168,Bill Evans,jtd/evansb-34skidoo-gomezemorellm-1973-a47c25f3,109.98958333333333,Bill Evans (Re Person I Knew),34 skidoo,trio,train
1169,Oscar Peterson,jtd/petersono-closeyoureyes-brownrthigpene-1959-0adbd78a,156.98958333333331,Oscar Peterson (The Jazz Soul of Oscar Peterson),close your eyes,trio,train
1170,Keith Jarrett,jtd/jarrettk-illseeyouagain-peacockgdejohnettej-1998-3446ad84,149.98958333333331,Keith Jarrett (After the Fall),ill see you again,trio,train
1171,Kenny Drew,jtd/drewk-bluesology-rstednqueena-1990-62945f43,179.98958333333331,Kenny Drew (Piano Night),bluesology,trio,train
1172,Tommy Flanagan,jtd/flanagant-woodynyou-bettskdurhamb-1978-238101b0,242.5,Tommy Flanagan (Montreux 77),woodyn you,trio,train
1173,Cedar Walton,jtd/waltonc-stthomas-williamsdhigginsb-1992-313a2f3a,159.66927083333331,Cedar Walton (Manhattan Afternoon),st thomas,trio,train
