,track_name,final_track_name,clustered_track_name,pianist,mbz_id
841,Waltz For Debby,waltz for debby,waltz for debby,Bill Evans,3cb853ec-82a8-4258-981c-2036876a232b
842,Nardis,nardis,nardis,Bill Evans,8fce94b9-9875-405d-9c5c-86a348f3fc7e
843,What Kind of Fool Am I,what kind of fool am i,what kind of fool am i,Hampton Hawes,81d43bdf-367f-495b-8993-6fd818a7ade9
844,Just One of Those Things,just one of those things,just one of those things,Oscar Peterson,4e478496-2340-4d13-9cb2-56cacc0623eb
845,Fly Me to the Moon,fly me to the moon,fly me to the moon,Hank Jones,ce7f21e1-fd98-4227-86c8-f1b8b4d5507e
846,Black and Blue,black and blue,black and blue,Paul Bley,ecb8000c-15d1-4ff7-b7bb-b4657cbc91ee
847,Santa Claus Is Coming to Town,santa claus is coming to town,santa claus is coming to town,Keith Jarrett,22e04d0b-1528-4656-ad32-509fbb2a67d4
848,HushABye Jewish Folk Tune,hushabye,hushabye jewish folk tune,Kenny Drew,038b2bd4-a8fb-49cf-ad6f-e90565491ac6
849,SeeSaw,seesaw,seesaw,Bill Evans,edd779ef-5e7b-4836-acf5-a908ea23df44
850,Bassment,bassment,bassment,Kenny Drew,ef70dba2-6442-45f6-8598-0e4cca48def3
851,It Could Happen to You,it could happen to you,it could happen to you,Kenny Drew,af1aec37-eca3-456b-beea-1622486657b0
852,Like Someone in Love,like someone in love,like someone in love,Bill Evans,f8b4f914-df35-4db3-b9e3-0b34632c17ba
853,Suddenly I Thought of You,suddenly i thought of you,suddenly i thought of you,Hampton Hawes,81fb8046-9ae3-474d-b0d6-ff8b0af60982
854,St Tropez,st tropez,st tropez,Oscar Peterson,fe100202-2baa-4edc-81b9-dcdecf383511
855,Buhaina Buhaina,buhaina buhaina,buhaina buhaina,Gene Harris,e6473de6-5c1f-4628-979a-719f00f4b31f
856,Politics and Poker,politics and poker,politics and poker,Oscar Peterson,fa0e06ca-ce7c-4000-9466-6b8b0048fea1
857,Tin Tin Deo,tin tin deo,tin tin deo,Tommy Flanagan,2177a449-6259-4726-a2d7-359483872150
858,Wildflower,wildflower,wildflower,Herbie Nichols,08515d64-2e3d-4634-827e-94748cb6628e
859,Cal Massey,cal massey,cal massey,Stanley Cowell,b9a2577a-027e-422c-af0d-b7effbe6a3d1
860,On a Clear Day You Can See Forever,on a clear day,on a clear day you can see forever,Wynton Kelly,b01f94af-9acb-4ece-81b5-22f4200bce85
861,Yearnin,yearnin,yearnin,Joe Sample,39c44c5d-1c53-4c6b-ac63-c4b25d3ca8b9
862,Franks Tune,franks tune,franks tune,Ahmad Jamal,7eb113ca-372e-41e7-a2da-e89302edf71f
863,Lisbon Stomp,lisbon stomp,lisbon stomp,Keith Jarrett,8994c848-dde3-4eb9-83ea-eb618a69f2f0
864,Inside Out,inside out,inside out,Junior Mance,fc13c01a-d7ee-4a7a-a9f7-aea02b7dfc30
865,Someday My Prince Will Come,someday my prince will come,someday my prince will come,Chick Corea,2fea2bf0-5d43-4c67-b9bd-0610077058af
866,Flanagans Shenanigans,flanagans shenanigans,flanagans shenanigans,Tommy Flanagan,a58fe294-754c-4f39-baeb-691a7302dc54
867,Giant Steps,giant steps,giant steps,McCoy Tyner,e37a49fc-ca7c-4c21-be09-38e1f979b8cf
868,Bloomdido,bloomdido,bloomdido,Hank Jones,bc27c25e-ca1f-486c-aa12-6a397550fcfc
869,Soon,soon,soon,Oscar Peterson,011c34fb-5ff9-4d12-9942-9bc189765172
870,So What,so what,so what,Bill Evans,ed3a8a72-25d6-408e-8c97-8c1524508d8a
871,A Stranger in Paradise,a stranger in paradise,a stranger in paradise,Kenny Drew,a219deb8-3130-4308-ba19-b28be4f83df7
872,Well You Neednt alternate take,well you neednt,well you neednt,Thelonious Monk,dd53087d-d60d-413b-8f8b-9d9c50f149a7
873,How Deep Is The Ocean,how deep is the ocean,how deep is the ocean,Kenny Barron,7865efb5-b11b-42c1-80e3-2e2c1f6c00da
874,Yesterdays,yesterdays,yesterdays,Kenny Drew,3dc431b2-c104-4404-9796-02a20fa8122d
875,Alone Together,alone together,alone together,Cedar Walton,f04ec272-2070-477e-a3d5-b395c366ae48
876,Im Old Fashioned,im old fashioned,im old fashioned,Ahmad Jamal,7a0348c6-0477-4b6a-9b38-f18d941cca5c
877,Well You Neednt,well you neednt,well you neednt,Thelonious Monk,7ee289f0-91a5-4a5b-b2b5-09c12ee80ef5
878,The Balanced Scales,the balanced scales,the balanced scales,Tommy Flanagan,c5831559-f3ea-4000-9e0a-ce38d3f90bac
879,So Sorry Please,i got rhythm,i got rhythm,Red Garland,f42fcd79-8728-4981-a273-533e615bdb14
880,You Took Advantage of Me,you took advantage of me,you took advantage of me,Keith Jarrett,05f97c66-8cfb-412a-978f-f3e411032cda
881,Softly as in a Morning Sunrise,softly as in a morning sunrise,softly as in a morning sunrise,John Hicks,0b6ecfa4-a95e-4eae-aa34-c45f51a0cc08
882,Turnaround,turnaround,turnaround,Paul Bley,717444e4-c9ed-42f6-89aa-49f705913598
883,One OClock Jump,one oclock jump,one oclock jump,Red Garland,ae9d0565-0875-4e4e-8073-3141c8040f61
884,Falling in Love With Love,falling in love with love,falling in love with love,Junior Mance,a56cfee6-bcce-434f-a8de-da5890116562
885,Bills Hit Tune,bills hit tune,bills hit tune,Bill Evans,aadbd377-4800-417f-9a9c-9dd7148ee1aa
886,Impressions,so what,so what,McCoy Tyner,cbdd2d66-cd00-4f45-be0f-603a0fbbeb8f
887,The Gravy Waltz,the gravy waltz,the gravy waltz,Oscar Peterson,5603a4da-29ee-487a-a2a4-2396e8128d8d
888,Evidence,just you just me,just you just me,Stanley Cowell,2b14bd69-ba49-40c6-af3d-5fb7418ebf65
889,Thou Swell alternate take,thou swell,thou swell,Bud Powell,57173817-81fd-4e77-a548-9b0e1ee26886
890,Days of Wine  Roses,days of wine roses,days of wine roses,Bill Evans,1dbb441c-462c-4aa0-a8c5-306e4aa3465d
891,How He Sings Now He Sobs,how he sings now he sobs,how he sings now he sobs,Chick Corea,b4972ab0-254c-476a-a344-b22e43892da0
892,Never Let Me Go,never let me go,never let me go,McCoy Tyner,37c19581-53cd-41a8-8ea9-8b2ddb6a9d82
893,Out Front,out front,out front,Wynton Kelly,0fcf36ca-3d0d-4827-a06f-23338318d879
894,Gone With the Wind,gone with the wind,gone with the wind,Bill Evans,20531312-e208-45c9-a127-55527893770e
895,Puccinis Walk,puccinis walk,puccinis walk,Chick Corea,f73a790c-be24-4448-9242-5b025d2e8529
896,TraneLike,tranelike,tranelike,McCoy Tyner,f61d311f-067d-4ff3-986f-ac91a571a381
897,Turn Out the Stars,turn out the stars,turn out the stars,Bill Evans,c60c9a34-c516-4302-b8b6-5d61ebf73f1a
898,Turnaround  When Will the Blues Leave,when will the blues leave,when will the blues leave,Paul Bley,31162f56-459c-4d21-aa26-c5071896813c
899,Pas de Trois,pas de trois,pas de trois,John Hicks,119bd5d3-8f86-43b2-b95a-4cb8b260de92
900,Furthermore alternate,furthermore,furthermore,Herbie Nichols,428eceab-bd65-4bf6-92c0-9e9b998a6144
901,52nd Street Theme,i got rhythm,i got rhythm,Paul Bley,c34357dd-d6e4-4c4a-86c0-5588ee589520
902,The Jumpin Blues,the jumpin blues,the jumpin blues,Junior Mance,12545e2f-4086-40f0-a17a-bc561ffecf4e
903,My Romance,my romance,my romance,Bill Evans,607b3caf-50a4-4a0d-a065-06a70c8db810
904,Autumn Leaves Take 2,autumn leaves,autumn leaves,Bill Evans,5b35a288-1203-414c-9675-5409a6195046
905,All Gods Children,all gods children,all gods children,Tommy Flanagan,3f6be687-6b24-4359-8511-e6666ca9f422
906,Cup Bearers,cup bearers,cup bearers,Tommy Flanagan,9f95221a-8ab9-49d5-9377-b1d5c0dedf51
907,Spanish Steps take 1,spanish steps,spanish steps,Hampton Hawes,2b4e593d-2cc3-47ca-8208-5c0f6561152b
908,Like Someone in Love,like someone in love,like someone in love,Bill Evans,2f3f1a5e-a33c-4963-bdfe-381cddf54565
909,One for Honor,one for honor,one for honor,McCoy Tyner,a21e1ea4-cee2-4ccd-89c1-2e7de0b2ae7d
910,Someday My Prince Will Come,someday my prince will come,someday my prince will come,Kenny Barron,709cf40e-fd3f-4af7-9028-d96c90741cce
911,Blues Waltz,blues waltz,blues waltz,Paul Bley,e7d9851f-b603-4440-a0ca-9b374ca61964
912,Furthermore,furthermore,furthermore,Herbie Nichols,91d497f0-189e-48c9-8d86-5a55e4532890
913,Minor Mishap,minor mishap,minor mishap,John Hicks,993c7814-866c-429a-ac79-5e023d754bc9
914,Letter to Evan,letter to evan,letter to evan,Bill Evans,5ec201fe-bc45-4617-8776-037e772e1c4e
915,Dancing in the Dark,dancing in the dark,dancing in the dark,Sonny Clark,f95cbb1f-ae78-4e46-880f-3642864bd870
916,round Midnight,round midnight,round midnight,Cedar Walton,b78beac8-6934-4331-bd0c-62a5d4c9a92a
917,On Green Dolphin Street,green dolphin street,green dolphin street,Bill Evans,bd6b7954-1877-4124-a4ed-090209064c35
918,Moments Notice,moments notice,moments notice,McCoy Tyner,279743d1-86c9-40a8-9009-4b32d9111d1d
919,Blues Enough,blues enough,blues enough,Hampton Hawes,c0a41ad1-9c9c-478b-bb6a-53da9364a637
920,Time Was take 2,time was,time was,Kenny Barron,9754814e-3bdf-4984-96ae-8d487433aafa
921,On Green Dolphin Street,green dolphin street,green dolphin street,Bill Evans,e580f47d-99f6-4955-bf73-fcd421609a69
922,Youre Gonna Hear From Me,youre gonna hear from me,youre gonna hear from me,Bill Evans,ed653c5d-b6b4-4946-8425-b832dfb05fb8
923,I Let a Song Go Out of My Heart,i let a song go out of my heart,i let a song go out of my heart,Junior Mance,d70c3a5e-1857-45c5-a8ea-8eafe77d6785
924,The Only One,the only one,the only one,Kenny Barron,724c953d-efbe-42e5-a5d0-9111cbbd8074
925,Sugarplum,sugarplum,sugarplum,Bill Evans,2232ff2c-7bfe-468a-b831-2840a29b6758
926,For Dancers Only,for dancers only,for dancers only,Junior Mance,7662be56-6131-4cd5-ab4a-3ac4b7473c8b
927,Trio,trio,trio,Herbie Nichols,da541e67-66bf-43ea-933b-5bf6a7f4381c
928,Star Eyes,star eyes,star eyes,Ahmad Jamal,72ca799a-f235-46b1-beb3-224c7869fe0b
929,As Long as Theres Music,as long as theres music,as long as theres music,Oscar Peterson,cd88604b-507b-422c-89c0-d9bd74ff998f
930,Gone With the Wind,gone with the wind,gone with the wind,Bill Evans,eb135dab-34e9-4b45-bee9-77332787073a
931,Between the Devil and the Deep Blue Sea,between the devil and the deep blue sea,between the devil and the deep blue sea,Tommy Flanagan,fec7786e-36f6-4b62-ab0d-6fa267621003
932,34 Skidoo,34 skidoo,skidoo,Bill Evans,cf4fe905-cc4e-4206-812e-47236cbe1598
933,Five,five,five,Bill Evans,0edf0a58-1125-4bf8-9d08-9031f8b72b85
934,Lullaby of Birdland,love me or leave me,love me or leave me,Kenny Drew,701b46df-d3fd-4b14-bbd4-be3be86e8c10
935,D  E,d e,d e,Oscar Peterson,58663e57-3f4e-4c62-a7c4-2ce57cc4597d
936,Mediocre,mediocre,mediocre,Bud Powell,73160265-7404-4fa3-bac2-dbaa19e257e2
937,Russian Lullaby,russian lullaby,russian lullaby,Kenny Drew,98e1b8ec-7110-4b70-b532-4d44c818d846
938,Five Brothers,i got rhythm,i got rhythm,Keith Jarrett,d66d0b3f-d248-43af-b068-092a086a1d26
939,Beyond Recall,beyond recall,beyond recall,Herbie Nichols,a6f608f2-7988-46df-9e75-6229e6a2b4be
940,Sea Changes,sea changes,sea changes,Tommy Flanagan,3dfc9604-e3bb-4b51-a5f1-dc759cad87b1
941,My Monday Date,a monday date,my monday date,John Hicks,a324ffcb-362f-45ba-87f1-d4e620957542
942,Star Eyes,star eyes,star eyes,Bud Powell,a6bcb067-610e-4b03-b5b7-c03a959a6e41
943,Blues for Max,blues for max,blues for max,McCoy Tyner,f3781383-684a-45cc-a8d9-1e5bde9058a3
944,Days of Wine  Roses,days of wine roses,days of wine roses,Bill Evans,c2ab551d-aa62-4407-b2e8-28ed30e01573
945,Hanks Blues,hanks blues,hanks blues,Hank Jones,47611deb-130a-4c34-825f-147ecfa4fce9
946,Query,query,query,Herbie Nichols,7d101c19-ff28-4fe8-9c82-1b7a3402eda7
947,Bouncin With Bud,bouncin with bud,bouncin with bud,Kenny Barron,543d8217-33d8-4382-a5dd-2fa4965fa1c0
948,My Romance,my romance,my romance,Gene Harris,037d485a-e784-4c15-a97e-437e1eb0edae
949,Always,always,always,Bill Evans,6ccff543-9f76-4b16-b0ad-675fde082d96
950,Turn Out the Stars,turn out the stars,turn out the stars,Bill Evans,d786dfbb-2d16-4559-a80e-8227e3e38e17
951,Windows,windows,windows,Chick Corea,396023de-1c0e-48d8-be30-834487a70219
952,Surrey With the Fringe on Top,surrey with the fringe on top,surrey with the fringe on top,Kenny Barron,e6533db7-d6c9-4c52-87f4-3902ccd53779
953,Its All Right With Me,its all right with me,its all right with me,Oscar Peterson,bb8fd89b-5ed2-40a3-8d7f-4044a4795166
954,If I Were a Bell,if i were a bell,if i were a bell,Keith Jarrett,a567c076-b8d6-44d3-bf35-3d987023c790
955,Movin Along,movin along,movin along,Lennie Tristano,29226550-92e0-421b-967c-1365dfe66999
956,Five Brothers,i got rhythm,i got rhythm,Keith Jarrett,aee0fe74-7497-428e-bb0d-6cdf6c5bb08c
957,Rainy Mornin Blues,rainy mornin blues,rainy mornin blues,Junior Mance,9c6dcae4-a883-4c43-b7f0-c2f93c42ae38
958,Tricrotism,tricotism,tricrotism,Oscar Peterson,e3a641bd-70c3-49d8-a34c-b8b758e00d94
959,Take the a Train,take the a train,the a train,Junior Mance,faecc5f8-fb14-4ee7-b73c-76e9163e5667
960,On a Clear Day,on a clear day,on a clear day,Paul Smith,0916c774-f6c8-467a-9a87-17ca5665a8b9
961,My Romance take 2,my romance,my romance,Bill Evans,6f77858d-d06f-4129-bba3-8606543de273
962,I Love You,i love you,i love you,Oscar Peterson,d6e695d7-bced-4313-b53e-b6207361d787
963,Waltz for Debbie,waltz for debby,waltz for debbie,Ahmad Jamal,0c9b07cd-2553-4899-8451-fcd74a53a739
964,Willow Grove,willow grove,willow grove,Bud Powell,99710ad7-8f63-4754-8d84-d63790b3bcc8
965,Nardis,nardis,nardis,Bill Evans,f47d7f6a-67f8-4ba2-a0b2-7fb2c85cb352
966,No Cover No Minimum,no cover no minimum,no cover no minimum,Bill Evans,f675dc4a-15fd-44f2-b929-9908d878a3b0
967,Lullaby in Rhythm,lullaby in rhythm,lullaby in rhythm,Bud Powell,87f4c8eb-594e-4d6d-83d8-12e1bc686748
968,Like Someone in Love alternative take 1,like someone in love,like someone in love alternative,Ahmad Jamal,70b3bb7d-271d-478d-8461-927c4aec545a
969,Midnight Mood,midnight mood,midnight mood,Bill Evans,eeb2b914-2c46-4c63-a376-8c34e754f0d6
970,Just in Time,just in time,just in time,Cedar Walton,d2a2c6d4-f084-477a-86b5-f187fe2b5e04
971,5021,5021,5021,Tommy Flanagan,aa26e2b9-3f65-44ad-8064-2f62d6d101d7
972,Sonnys Crib,sonnys crib,sonnys crib,Sonny Clark,133e5186-e59f-43ee-baaf-a5a2736240cf
973,Lil Darlin,lil darlin,lil darlin,Oscar Peterson,3a4f90c3-a4e6-4472-8267-4d66849fac63
974,The Night Has a Thousand Eyes,the night has a thousand eyes,the night has a thousand eyes,McCoy Tyner,d4782113-239b-4f03-8424-11cf8d2500aa
975,Milestones,milestones,milestones,Junior Mance,a35d3e19-ce19-4665-bb26-017e09a128d7
976,Allison,allison,allison,Ahmad Jamal,9784ab38-d42d-4470-ac04-9330040d000d
977,Bossa Beguine,bossa beguine,bossa beguine,Oscar Peterson,caf29551-47e3-4303-a194-8cce8cfff22f
978,Misterioso,misterioso,misterioso,Thelonious Monk,e64ad948-9b14-43c4-930f-412952a2335a
979,Lets,lets,lets,Tommy Flanagan,03bbc9f5-f292-4ebf-a098-1beeb4330c27
980,Speak Low,speak low,speak low,Hank Jones,53d6b837-0e3f-4b9d-89e6-c6576491c4ab
981,How Deep Is the Ocean,how deep is the ocean,how deep is the ocean,Bill Evans,29cee7e1-f0a4-4ee0-be3b-ad1129933c7a
982,Stella By Starlight,stella by starlight,stella by starlight,Bill Evans,97b68a98-e940-40c5-a384-749c475361e5
983,Satin Doll,satin doll,satin doll,McCoy Tyner,e475823a-ec52-4aa3-8176-48fbf3b5d4fe
984,If I Were a Bell,if i were a bell,if i were a bell,Keith Jarrett,4a223fa3-d418-4e1e-8955-249f452f9ffb
985,Carioca,carioca,carioca,Hampton Hawes,2880dd55-d48e-420b-a871-e1259cf547d6
986,This Cant Be Love,this cant be love,this cant be love,Junior Mance,531c49f7-d310-4220-b0bb-40286ee45007
987,Like Someone in Love,like someone in love,like someone in love,Bill Evans,c67ffd5a-be34-4f76-b912-7d6f011d796c
988,The Con Man,the con man,the con man,Tommy Flanagan,579feaf0-44ea-4245-9350-00c877740966
989,Autumn Leaves,autumn leaves,autumn leaves,Wynton Kelly,7814d578-e101-4208-87b4-c95a99cdbda9
990,Somebody Loves Me,somebody loves me,somebody loves me,Sonny Clark,ca91d59c-aefd-4745-b228-ca430b0e4a93
991,Letter To Evan,letter to evan,letter to evan,Bill Evans,45b5ef54-9e62-4927-adc1-ae4e496dd047
992,Duke,duke,duke,Abdullah Ibrahim,0914cb19-2d2d-4152-9d98-1e6151ffb3a3
993,Diane,diane,diane,Chick Corea,cac6581e-e8ee-4642-8f1a-8e76332a0180
994,Night and Day,night and day,night and day,Bill Evans,8d805cd6-8edb-460b-bdb7-8974735bbc50
995,Evening at the Park,evening at the park,evening at the park,Kenny Drew,cb60e40d-f703-4749-8182-9c7dcb1c1ccd
996,Nica,nica,nica,Sonny Clark,beccaecc-c121-430a-a448-3805cb4529bf
997,Put on a Happy Face,put on a happy face,put on a happy face,Oscar Peterson,fde602cb-94f0-4589-b718-3ec2efca4606
998,Broadway,broadway,broadway,Ahmad Jamal,9ae21a8d-279d-405d-9dd5-aa234e57d43d
999,Broadway,broadway,broadway,Junior Mance,97763166-9e4b-426b-9bcc-8cf687051dfe
1000,Ladybird,ladybird,ladybird,Paul Bley,8dfc386a-65c8-473a-956c-321477996418
1001,Mean What You Say,mean what you say,mean what you say,Tommy Flanagan,94306a51-aeb3-44ef-9dfd-64e2a8032fb2
1002,Time on My Hands,time on my hands,time on my hands,Ahmad Jamal,5af058cd-4bc2-464a-8293-5823c91ec61b
1003,Sometimes Im Happy,sometimes im happy,sometimes im happy,Oscar Peterson,4e1d3c4f-fa82-4cc0-b5b9-b44239e706c0
1004,Turquoise,turquoise,turquoise,Cedar Walton,78ec10ad-5d88-42a7-9916-00b09190072f
1005,Orse at Safari,orse at safari,orse at safari,Herbie Nichols,0aa725f0-46b9-400d-ba9e-73ca2c05e495
1006,Waltz for Debby,waltz for debby,waltz for debby,Bill Evans,94e978bc-4636-4af5-a356-03306129bdcc
1007,Little Old Lady,little old lady,little old lady,Ahmad Jamal,602da9e5-15fe-4bff-86b0-764bb51053ed
1008,Star Eyes,star eyes,star eyes,Bud Powell,2e62338b-42ce-401e-b92f-ed09f14124d0
1009,Peris Scope,peris scope,peris scope,Chick Corea,f8c0d376-002c-4d75-89d2-b95b9b8c6b79
1010,You Look Good To Me,you look good to me,you look good to me,Oscar Peterson,94c8d44d-36d5-406b-b403-f108d7a3257f
1011,Bellows,bellows,bellows,Ahmad Jamal,ce069d98-8057-4f8f-825b-37525c6fed7e
1012,I Mean You,i mean you,i mean you,Cedar Walton,eaae5d79-96be-4714-9758-d3254f64c128
1013,Effendi,effendi,effendi,McCoy Tyner,c1428278-5385-480d-82c8-e18a400c6346
1014,All Gods Children,all gods children,all gods children,Kenny Barron,8b77c067-7620-4705-bb2d-c33e15e1912f
1015,Sonora,sonora,sonora,Hampton Hawes,fa331138-7f68-4297-8cbe-7bb7e0a8c20d
1016,Scrapple From the Apple,i got rhythm,i got rhythm,Hank Jones,56f2b4cf-59f9-4852-954f-ac88b4a49729
1017,Swingmatism,swingmatism,swingmatism,Junior Mance,4f04dd7a-b978-4284-9125-f69c0c7a2bf6
1018,Baubles Bangles and Beads,baubles bangles and beads,baubles bangles and beads,Bill Evans,092c4620-cf78-4f64-a874-8c6c229ead62
1019,Auld Lang Syne,auld lang syne,auld lang syne,Bobby Timmons,df5a2093-6dad-4d6c-a006-961a51a91570
1020,Soul Sign Eight,soul sign eight,soul sign eight,Hampton Hawes,703f59bd-503d-442f-a001-5f4b6d4e7f79
1021,Everytime I Feel the Spirit,everytime i feel the spirit,everytime i feel the spirit,Red Garland,dcfff7fc-4f00-411e-850e-d916a7aa32c1
1022,Waltz For Debby,waltz for debby,waltz for debby,Bill Evans,1bf4b94b-932e-4afc-a0f5-84999f2c29a1
1023,Monk in Harlem,monk in harlem,monk in harlem,Abdullah Ibrahim,acf05be8-0adf-4e96-920f-3066060f541c
1024,Very Early,very early,very early,Bill Evans,7fe01c10-6056-4ea2-83cb-fce9d4eb5f9f
1025,Star Eyes alternate take 4,star eyes,star eyes,Bud Powell,16979b6c-ecc0-4651-b7df-e3bcf698e84f
1026,Lullaby of Birdland,love me or leave me,love me or leave me,Bud Powell,c97f89d9-fb8d-423e-a42a-c2b2811c8ebe
1027,Re Person I Knew,re person i knew,re person i knew,Bill Evans,a911b4ff-8c43-491b-9748-e772df616a16
1028,All the Things You Are,all the things you are,all the things you are,Paul Bley,258273cb-2ad6-4491-a47a-35c2fd477c07
1029,Theres a Small Hotel,theres a small hotel,theres a small hotel,Hank Jones,4197b08b-592b-46ca-8b8a-914a1db47272
1030,BopBe,bopbe,bopbe,Keith Jarrett,1591049e-daf3-4e58-b4fa-346e87e7416e
1031,Castle Rock,castle rock,castle rock,Red Garland,e2b6e37f-5058-4956-9563-7034f7b305d7
1032,Amoebas Dance,amoebas dance,amoebas dance,Herbie Nichols,370a96a9-cd9b-45ef-8591-74571826205b
1033,Willow Grove alternate take,willow grove,willow grove,Bud Powell,4ad2ef28-0770-46be-ba09-c7daa14377b2
1034,Five,five,five,Bill Evans,33e402fe-5480-4bf4-84d5-7b10eaa837e2
1035,Embraceable You take 2,embraceable you,embraceable you,Kenny Barron,cf648aa2-db68-4866-aac2-b78cc72e6779
1036,Bags Groove,bags groove,bags groove,Oscar Peterson,6c994182-34fa-4a04-a55f-c87edf8b2301
1037,The Third World alternate,the third world,the third world,Herbie Nichols,c2ba0ed8-7d03-4c07-886b-3813b4c1e5f3
1038,It Didnt Happen,it didnt happen,it didnt happen,Herbie Nichols,597f5e55-bb35-4319-9fa2-dbd0d6ba1f03
1039,Mine alternate,mine,mine,Herbie Nichols,0dba8262-ecb4-47c7-9bfa-55af9d9e6708
1040,JuJu,juju,juju,Lennie Tristano,aa1a952b-3e6e-4d55-8390-80baa7960968
1041,Sugar Plum,sugarplum,sugar plum,Bill Evans,0cfa2d37-d6a7-45b6-8a7c-46e778ef2ce5
1042,Chandra,chandra,chandra,Keith Jarrett,a0b90ef0-2ef4-452e-8980-c026f833f650
1043,Sister Sadie,sister sadie,sister sadie,Cedar Walton,f5293ebf-5341-4359-8577-54080d5cc5cf
1044,That Old Devil Moon,old devil moon,old devil moon,Bud Powell,b0615988-4020-4922-88c7-b608fb94a4d2
1045,The Green Leaves of Summer,the green leaves of summer,the green leaves of summer,Hampton Hawes,b2564d31-39ee-4880-94f8-d30a4ff47d9a
1046,We Live in Two Different Worlds,we,we,Ahmad Jamal,ca5d66a6-aa60-4558-89c4-faf9e66c8f99
