,pianist,track,duration,album,composition,setting,split
1002,Tommy Flanagan,jtd/flanagant-cousinmary-mrazgfostera-1982-3ab53d05,198.96875,Tommy Flanagan (Giant Steps In Memory of John Coltrane),cousin mary,trio,train
1003,McCoy Tyner,jtd/tynerm-inyourownsweetway-davissjonese-1962-81aa6670,109.98958333333333,McCoy Tyner (Inception  Reaching Fourth),in your own sweet way,trio,train
1004,Bill Evans,jtd/evansb-songfrommashsuicideis-johnsonmlabarberaj-1980-ed6edc64,109.25,Bill Evans (Consecration),song from mash suicide is painless,trio,train
1005,Keith Jarrett,jtd/jarrettk-byebyeblackbird-peacockgdejohnettej-1991-bd0b6c14,227.06901041666666,Keith Jarrett (Bye Bye Blackbird),bye bye blackbird,trio,train
1006,Bill Evans,jtd/evansb-thedayofwineand-johnsonmlabarberaj-1980-2d2f7b0f,109.98958333333333,Bill Evans (His Last Concert in Germany),days of wine roses,trio,train
1007,Cedar Walton,jtd/waltonc-fantasyind-jonesshigginsb-1974-c215a217,199.98958333333331,Cedar Walton (Pit Inn),fantasy in d,trio,train
1008,Bill Evans,jtd/evansb-waltzfordebby-gomezemorellm-1972-3cb853ec,49.98958333333333,Bill Evans (Live In Paris 1972 Vol 1),waltz for debby,trio,train
1009,Bill Evans,jtd/evansb-nardis-gomezedejohnettej-1967-8fce94b9,67.09895833333333,Bill Evans (Another Time  The Hilversum Concert),nardis,trio,train
1010,Oscar Peterson,jtd/petersono-justoneofthosethings-brownrthigpene-1959-4e478496,47.9296875,Oscar Peterson (Oscar Peterson Plays the Cole Porter Songbook),just one of those things,trio,train
1011,Hank Jones,jtd/jonesh-flymetothemoon-wongdpearsonl-2010-ce7f21e1,47.55989583333333,Hank Jones (Last Recording),fly me to the moon,trio,train
1012,Keith Jarrett,jtd/jarrettk-santaclausiscomingto-peacockgdejohnettej-1998-22e04d0b,216.95963541666666,Keith Jarrett (After the Fall),santa claus is coming to town,trio,train
1013,Kenny Drew,jtd/drewk-hushabyejewishfolktune-rstednthigpene-1982-038b2bd4,118.81901041666666,Kenny Drew (The Lullaby),hushabye,trio,train
1014,Bill Evans,jtd/evansb-seesaw-gomezemorellm-1975-edd779ef,98.859375,Bill Evans (But Beautiful),seesaw,trio,train
1015,Kenny Drew,jtd/drewk-bassment-friesendjarvisc-1977-ef70dba2,119.72916666666666,Kenny Drew (Ruby My Dear),bassment,trio,train
1016,Kenny Drew,jtd/drewk-itcouldhappentoyou-jonesscobbj-1981-af1aec37,129.98958333333331,Kenny Drew (All the Things You Are),it could happen to you,trio,train
1017,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-f8b4f914,79.98958333333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),like someone in love,trio,train
1018,Oscar Peterson,jtd/brownr-sttropez-petersononashl-1994-fe100202,127.61979166666666,Oscar Peterson (Some of My Best Friends Are the Piano Players),st tropez,trio,train
1019,Oscar Peterson,jtd/petersono-politicsandpoker-brownrthigpene-1960-fa0e06ca,29.989583333333332,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),politics and poker,trio,train
1020,Tommy Flanagan,jtd/flanagant-tintindeo-washingtonpnashl-1997-2177a449,166.97916666666666,Tommy Flanagan (Sunset and the Mockingbird),tin tin deo,trio,train
1021,Stanley Cowell,jtd/cowells-calmassey-mcclurercopelandk-1989-b9a2577a,139.72916666666666,Stanley Cowell (Sienna),cal massey,trio,train
1022,Ahmad Jamal,jtd/jamala-frankstune-nasserjgantf-1967-7eb113ca,79.98958333333333,Ahmad Jamal (At the Top Poinciana Revisited),franks tune,trio,train
1023,Keith Jarrett,jtd/jarrettk-lisbonstomp-hadencmotianp-1968-8994c848,169.09895833333331,Keith Jarrett (Somewhere Before The Atlantic Years 19681975),lisbon stomp,trio,train
1024,Chick Corea,jtd/coreac-somedaymyprincewillcome-patituccijweckld-1989-2fea2bf0,63.359375,Chick Corea (Chick Corea Akoustic Band),someday my prince will come,trio,train
1025,Tommy Flanagan,jtd/flanagant-flanagansshenanigans-lundgaardjnashl-1993-a58fe294,99.00911458333333,Tommy Flanagan (Flanagans Shenanigans),flanagans shenanigans,trio,train
1026,McCoy Tyner,jtd/tynerm-giantsteps-sharpeascotta-1991-e37a49fc,79.98958333333333,McCoy Tyner (Remembering John),giant steps,trio,train
1027,Hank Jones,jtd/jonesh-bloomdido-duviviergrileyb-1977-bc27c25e,100.82942708333333,Hank Jones (Bop Redux  Groovin High),bloomdido,trio,train
1028,Bill Evans,jtd/evansb-sowhat-gomezemorellm-1975-ed3a8a72,158.51432291666666,Bill Evans (Blue in Green The Concert in Canada),so what,trio,train
1029,Kenny Drew,jtd/drewk-astrangerinparadise-rstedntootiea-1974-a219deb8,159.98958333333331,Kenny Drew (Dark Beauty),a stranger in paradise,trio,train
1030,Thelonious Monk,jtd/monkt-wellyouneedntalternatetake-rameygblakeya-1949-dd53087d,119.98958333333333,Thelonious Monk (Complete 1947  1952 Blue Note Recordings),well you neednt,trio,train
1031,Kenny Barron,jtd/barronk-howdeepistheocean-reidrlewisv-1991-7865efb5,107.29947916666666,Kenny Barron (The Moment),how deep is the ocean,trio,train
1032,Cedar Walton,jtd/waltonc-alonetogether-carterrdejohnettej-1983-f04ec272,98.98307291666666,Cedar Walton (Walton Carter  DeJohnette),alone together,trio,train
1033,Ahmad Jamal,jtd/jamala-imoldfashioned-crosbyifournierv-1961-7a0348c6,177.90885416666666,Ahmad Jamal (The Complete 1961 Alhambra Performances),im old fashioned,trio,train
1034,Thelonious Monk,jtd/monkt-wellyouneednt-rameygblakeya-1948-7ee289f0,112.43880208333333,Thelonious Monk (19441948),well you neednt,trio,train
1035,Tommy Flanagan,jtd/flanagant-thebalancedscales-lundgaardjnashl-1993-c5831559,122.5,Tommy Flanagan (Flanagans Shenanigans),the balanced scales,trio,train
1036,Keith Jarrett,jtd/jarrettk-youtookadvantageofme-peacockgdejohnettej-2001-05f97c66,269.9895833333333,Keith Jarrett (My Foolish Heart Live at Montreux),you took advantage of me,trio,train
1037,John Hicks,jtd/hicksj-softlyasinamorning-drummondrmuhammadi-1990-0b6ecfa4,167.109375,John Hicks (Softly as in a Morning Sunrise),softly as in a morning sunrise,trio,train
1038,Junior Mance,jtd/mancej-fallinginlovewithlove-bettskwilliamsj-1997-a56cfee6,139.08984375,Junior Mance (The Floating Jazz Festival Trio 1997),falling in love with love,trio,train
1039,Bill Evans,jtd/evansb-billshittune-johnsonmlabarberaj-1980-aadbd377,99.98958333333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),bills hit tune,trio,train
1040,Stanley Cowell,jtd/cowells-evidence-mcclurercopelandk-1989-2b14bd69,179.98958333333331,Stanley Cowell (Sienna),just you just me,trio,train
1041,Bill Evans,jtd/evansb-daysofwineroses-johnsonmlabarberaj-1980-1dbb441c,112.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),days of wine roses,trio,train
1042,Chick Corea,jtd/coreac-howhesingsnowhe-vitoumhaynesr-1968-b4972ab0,189.39973958333331,Chick Corea (Now He Sings Now He Sobs),how he sings now he sobs,trio,train
1043,McCoy Tyner,jtd/tynerm-neverletmego-clarkesfostera-1999-37c19581,66.609375,McCoy Tyner (McCoy Tyner with Stanley Clarke and Al Foster),never let me go,trio,train
1044,Chick Corea,jtd/coreac-pucciniswalk-gomezemotianp-2010-f73a790c,115.65885416666666,Chick Corea (Further Explorations),puccinis walk,trio,train
1045,McCoy Tyner,jtd/tynerm-tranelike-clarkesfostera-1998-f61d311f,139.95963541666666,McCoy Tyner (McCoy Tyner with Stanley Clarke and Al Foster),tranelike,trio,train
1046,Bill Evans,jtd/evansb-turnoutthestars-gomezemorellm-1974-c60c9a34,66.90885416666666,Bill Evans (Complete Fantasy Recordings),turn out the stars,trio,train
1047,John Hicks,jtd/hicksj-pasdetrois-lundycmuhammadi-1987-119bd5d3,182.5,John Hicks (Ill Give You Something to Remember Me By),pas de trois,trio,train
1048,Junior Mance,jtd/mancej-thejumpinblues-cranshawbrokerm-1963-12545e2f,267.9895833333333,Junior Mance (Juniors Blues),the jumpin blues,trio,train
1049,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-607b3caf,38.01953125,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),my romance,trio,train
1050,Bill Evans,jtd/evansb-autumnleavestake2-lafarosmotianp-1960-5b35a288,116.00911458333333,Bill Evans (Seven Classic Albums),autumn leaves,trio,train
1051,Tommy Flanagan,jtd/flanagant-cupbearers-mrazgjonese-1976-9f95221a,107.86979166666666,Tommy Flanagan (Eclypso),cup bearers,trio,train
1052,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-2f3f1a5e,78.00911458333333,Bill Evans (Consecration),like someone in love,trio,train
1053,McCoy Tyner,jtd/tynerm-oneforhonor-fambroughcfostera-1978-a21e1ea4,98.99479166666666,McCoy Tyner (Horizon),one for honor,trio,train
1054,John Hicks,jtd/hicksj-minormishap-williamsbhayesl-2006-993c7814,89.98958333333333,John Hicks (On the Wings of an Eagle),minor mishap,trio,train
1055,Bill Evans,jtd/evansb-lettertoevan-johnsonmlabarberaj-1980-5ec201fe,97.01953125,Bill Evans (Consecration),letter to evan,trio,train
1056,Cedar Walton,jtd/waltonc-roundmidnight-jonesshigginsb-1974-b78beac8,119.98958333333333,Cedar Walton (Pit Inn),round midnight,trio,train
1057,McCoy Tyner,jtd/tynerm-momentsnotice-carterrwilliamst-1977-279743d1,79.98958333333333,McCoy Tyner (Supertrios),moments notice,trio,train
1058,Kenny Barron,jtd/barronk-timewastake2-williamsbrileyb-1984-9754814e,119.98958333333333,Kenny Barron (Green Chimneys),time was,trio,train
1059,Bill Evans,jtd/evansb-ongreendolphinstreet-gomezedejohnettej-1967-e580f47d,79.109375,Bill Evans (Some Other Time The Lost Session From the Black Forest),green dolphin street,trio,train
1060,Bill Evans,jtd/evansb-youregonnahearfromme-gomezedejohnettej-1967-ed653c5d,109.98958333333333,Bill Evans (Another Time  The Hilversum Concert),youre gonna hear from me,trio,train
1061,Junior Mance,jtd/mancej-iletasonggo-bettskwilliamsj-1995-d70c3a5e,208.80989583333331,Junior Mance (The Floating Jazz Festival Trio 1995),i let a song go out of my heart,trio,train
1062,Kenny Barron,jtd/barronk-theonlyone-drummondrrileyb-1990-724c953d,158.79947916666666,Kenny Barron (The Only One),the only one,trio,train
1063,Bill Evans,jtd/evansb-sugarplum-gomezemorellm-1972-2232ff2c,39.98958333333333,Bill Evans (Live In Paris 1972 Vol 2),sugarplum,trio,train
1064,Junior Mance,jtd/mancej-fordancersonly-carterrrokerm-1962-7662be56,36.98958333333333,Junior Mance (Happy Time),for dancers only,trio,train
1065,Ahmad Jamal,jtd/jamala-stareyes-crosbyifournierv-1960-72ca799a,109.98958333333333,Ahmad Jamal (Ahmad Jamal Eight Classic Albums),star eyes,trio,train
1066,Tommy Flanagan,jtd/flanagant-betweenthedevilandthe-washingtonpnashl-1996-fec7786e,92.5,Tommy Flanagan (Sea Changes),between the devil and the deep blue sea,trio,train
1067,Kenny Drew,jtd/drewk-lullabyofbirdland-rstednthigpene-1982-701b46df,109.89973958333333,Kenny Drew (The Lullaby),love me or leave me,trio,train
1068,Oscar Peterson,jtd/petersono-de-brownrthigpene-1964-58663e57,117.5,Oscar Peterson (We Get Requests),d e,trio,train
1069,Kenny Drew,jtd/drewk-russianlullaby-rstednthigpene-1982-98e1b8ec,62.5,Kenny Drew (The Lullaby),russian lullaby,trio,train
1070,Keith Jarrett,jtd/jarrettk-fivebrothers-peacockgdejohnettej-2002-d66d0b3f,357.29947916666663,Keith Jarrett (The OutofTowners),i got rhythm,trio,train
1071,Tommy Flanagan,jtd/flanagant-seachanges-washingtonpnashl-1996-3dfc9604,109.98958333333333,Tommy Flanagan (Sea Changes),sea changes,trio,train
1072,John Hicks,jtd/hicksj-mymondaydate-dolphindbrooksc-2003-a324ffcb,117.71875,John Hicks (Fathas Day An Earl Hines Songbook),a monday date,trio,train
1073,McCoy Tyner,jtd/tynerm-bluesformax-sharpeahayesl-1987-f3781383,149.98958333333331,McCoy Tyner (Bon Voyage),blues for max,trio,train
1074,Bill Evans,jtd/evansb-daysofwineroses-johnsonmlabarberaj-1980-c2ab551d,109.95963541666666,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),days of wine roses,trio,train
1075,Hank Jones,jtd/jonesh-hanksblues-duviviergdawsona-1978-47611deb,119.98958333333333,Hank Jones (Compassion),hanks blues,trio,train
1076,Kenny Barron,jtd/barronk-bouncinwithbud-carterrcobhamb-2003-543d8217,209.09895833333331,Kenny Barron (Live in Japan 2003),bouncin with bud,trio,train
1077,Gene Harris,jtd/brownr-myromance-harrisghamiltonj-1991-037d485a,149.98958333333331,Gene Harris (3 Dimensional),my romance,trio,train
1078,Bill Evans,jtd/evansb-always-peacockgmotianp-1963-6ccff543,54.43880208333333,Bill Evans (Trio 64),always,trio,train
1079,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-d786dfbb,169.98958333333331,Bill Evans (The Last Waltz),turn out the stars,trio,train
1080,Kenny Barron,jtd/barronk-surreywiththefringeon-drummondrrileyb-1990-e6533db7,129.98958333333331,Kenny Barron (The Only One),surrey with the fringe on top,trio,train
1081,Oscar Peterson,jtd/petersono-itsallrightwithme-brownrthigpene-1959-bb8fd89b,64.94921875,Oscar Peterson (Oscar Peterson Plays the Cole Porter Songbook),its all right with me,trio,train
1082,Keith Jarrett,jtd/jarrettk-ifiwereabell-peacockgdejohnettej-2001-a567c076,399.9895833333333,Keith Jarrett (Up for It),if i were a bell,trio,train
1083,Keith Jarrett,jtd/jarrettk-fivebrothers-peacockgdejohnettej-2001-aee0fe74,239.64973958333331,Keith Jarrett (My Foolish Heart Live at Montreux),i got rhythm,trio,train
1084,Junior Mance,jtd/mancej-rainymorninblues-cranshawbrokerm-1963-9c6dcae4,139.98958333333331,Junior Mance (Juniors Blues),rainy mornin blues,trio,train
1085,Oscar Peterson,jtd/petersono-tricrotism-brownrthigpene-1964-e3a641bd,150.00911458333331,Oscar Peterson (In Tokyo 1964),tricotism,trio,train
1086,Junior Mance,jtd/mancej-taketheatrain-cleyndertabrowns-2000-faecc5f8,175.26953125,Junior Mance (Blues Ballads and a Train),take the a train,trio,train
1087,Bill Evans,jtd/evansb-myromancetake2-lafarosmotianp-1961-6f77858d,106.75,Bill Evans (The Complete Village Vanguard Recordings 1961),my romance,trio,train
1088,Oscar Peterson,jtd/petersono-iloveyou-mrazgpricer-1970-d6e695d7,69.98958333333333,Oscar Peterson (Two Originals Walking the Line  Another Day),i love you,trio,train
1089,Bill Evans,jtd/evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,179.98958333333331,Bill Evans (New Jazz Conceptions),no cover no minimum,trio,train
1090,Ahmad Jamal,jtd/jamala-likesomeoneinlovealternative-crosbyifournierv-1960-70b3bb7d,38.889322916666664,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),like someone in love,trio,train
1091,Bill Evans,jtd/evansb-midnightmood-gomezemorellm-1974-eeb2b914,52.5,Bill Evans (Live in Europe II),midnight mood,trio,train
1092,Tommy Flanagan,jtd/flanagant-5021-mrazgjonese-1978-aa26e2b9,109.98958333333333,Tommy Flanagan (Confirmation),5021,trio,train
1093,McCoy Tyner,jtd/tynerm-thenighthasathousand-clarkesfostera-1999-d4782113,62.5,McCoy Tyner (Afro Blue),the night has a thousand eyes,trio,train
1094,Junior Mance,jtd/mancej-milestones-thompsondalleynea-1997-a35d3e19,148.70963541666666,Junior Mance (Milestones),milestones,trio,train
1095,Ahmad Jamal,jtd/jamala-allison-nasserjgantf-1966-9784ab38,109.68880208333333,Ahmad Jamal (Heat Wave),allison,trio,train
1096,Oscar Peterson,jtd/petersono-bossabeguine-brownrhayesl-1965-caf29551,36.93880208333333,Oscar Peterson (Blues Etude),bossa beguine,trio,train
1097,Thelonious Monk,jtd/monkt-misterioso-mckibbonablakeya-1971-e64ad948,269.7890625,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),misterioso,trio,train
1098,Tommy Flanagan,jtd/flanagant-lets-washingtonpnashl-1997-03bbc9f5,149.98958333333331,Tommy Flanagan (Sunset and the Mockingbird),lets,trio,train
1099,Hank Jones,jtd/jonesh-speaklow-mcbrideccobbj-2006-53d6b837,129.98958333333331,Hank Jones (West of 5th),speak low,trio,train
1100,Bill Evans,jtd/evansb-howdeepistheocean-gomezemorellm-1969-29cee7e1,109.98958333333333,Bill Evans (Jazzhouse),how deep is the ocean,trio,train
1101,McCoy Tyner,jtd/tynerm-satindoll-sharpeahayesl-1986-e475823a,239.98958333333331,McCoy Tyner (Double Trios),satin doll,trio,train
1102,Keith Jarrett,jtd/jarrettk-ifiwereabell-peacockgdejohnettej-1993-4a223fa3,268.8294270833333,Keith Jarrett (Live at Open Theater East),if i were a bell,trio,train
1103,Junior Mance,jtd/mancej-thiscantbelove-bettskwilliamsj-1998-531c49f7,218.9296875,Junior Mance (Mance),this cant be love,trio,train
1104,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-c67ffd5a,119.98958333333333,Bill Evans (Complete Live at Ronnie Scotts 1980),like someone in love,trio,train
1105,Tommy Flanagan,jtd/flanagant-theconman-mrazgnashl-1990-579feaf0,89.98958333333333,Tommy Flanagan (Beyond the Bluebird),the con man,trio,train
1106,Bill Evans,jtd/evansb-lettertoevan-johnsonmlabarberaj-1980-45b5ef54,89.98958333333333,Bill Evans (Complete Live at Ronnie Scotts 1980),letter to evan,trio,train
1107,Abdullah Ibrahim,jtd/ibrahima-duke-bullockbkunenes-2001-0914cb19,108.79947916666666,Abdullah Ibrahim (African Magic),duke,trio,train
1108,Chick Corea,jtd/coreac-diane-gomezemotianp-2010-cac6581e,92.4296875,Chick Corea (Further Explorations),diane,trio,train
1109,Bill Evans,jtd/evansb-nightandday-jonessjoep-1958-8d805cd6,117.5,Bill Evans (Everybody Digs Bill Evans),night and day,trio,train
1110,Ahmad Jamal,jtd/jamala-broadway-crosbyifournierv-1961-9ae21a8d,106.54947916666666,Ahmad Jamal (The Complete 1961 Alhambra Performances),broadway,trio,train
1111,Junior Mance,jtd/mancej-broadway-tanakahwilliamsj-2007-97763166,172.5,Junior Mance (Live at Caf Loup),broadway,trio,train
1112,Tommy Flanagan,jtd/flanagant-meanwhatyousay-lundgaardjnashl-1993-94306a51,39.43880208333333,Tommy Flanagan (Lets Play the Music of Thad Jones),mean what you say,trio,train
1113,Cedar Walton,jtd/waltonc-turquoise-williamsdcobbj-2005-78ec10ad,117.91927083333333,Cedar Walton (Midnight Waltz),turquoise,trio,train
1114,Bill Evans,jtd/evansb-waltzfordebby-gomezemorellm-1969-94e978bc,39.98958333333333,Bill Evans (Youre Gonna Hear From Me),waltz for debby,trio,train
1115,Ahmad Jamal,jtd/jamala-littleoldlady-crosbyifournierv-1959-602da9e5,239.98958333333331,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),little old lady,trio,train
1116,Chick Corea,jtd/coreac-perisscope-gomezemotianp-2010-f8c0d376,109.98958333333333,Chick Corea (Further Explorations),peris scope,trio,train
1117,Oscar Peterson,jtd/petersono-youlookgoodtome-brownrthigpene-1964-94c8d44d,79.9296875,Oscar Peterson (We Get Requests),you look good to me,trio,train
1118,Ahmad Jamal,jtd/jamala-bellows-heardjisraely-1992-ce069d98,66.9296875,Ahmad Jamal (Chicago Revisited),bellows,trio,train
1119,Cedar Walton,jtd/waltonc-imeanyou-williamsdhigginsb-1992-eaae5d79,159.98958333333331,Cedar Walton (Manhattan Afternoon),i mean you,trio,train
1120,McCoy Tyner,jtd/tynerm-effendi-davisajonese-1962-c1428278,118.43880208333333,McCoy Tyner (Inception  Reaching Fourth),effendi,trio,train
1121,Kenny Barron,jtd/barronk-allgodschildren-drummondrrileyb-1990-8b77c067,159.81901041666666,Kenny Barron (The Only One),all gods children,trio,train
1122,Hank Jones,jtd/jonesh-scrapplefromtheapple-mrazgwashingtonk-1991-56f2b4cf,112.99088541666666,Hank Jones (Hank Jones Trio),i got rhythm,trio,train
1123,Junior Mance,jtd/mancej-swingmatism-tuckerbthomasb-1960-4f04dd7a,119.98958333333333,Junior Mance (The Soulful Piano of Junior Mance),swingmatism,trio,train
1124,Bill Evans,jtd/evansb-baublesbanglesandbeads-gomezedejohnettej-1967-092c4620,79.98958333333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),baubles bangles and beads,trio,train
1125,Bill Evans,jtd/evansb-waltzfordebby-gomezezigmunde-1976-1bf4b94b,39.82942708333333,Bill Evans (The Paris Concert),waltz for debby,trio,train
1126,Abdullah Ibrahim,jtd/ibrahima-monkinharlem-mclaurinemgrayg-1996-acf05be8,139.98958333333331,Abdullah Ibrahim (Cape Town Flowers),monk in harlem,trio,train
1127,Bill Evans,jtd/evansb-veryearly-gomezedejohnettej-1967-7fe01c10,98.93880208333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),very early,trio,train
1128,Hank Jones,jtd/jonesh-theresasmallhotel-eckingeribongk-1977-4197b08b,119.98958333333333,Hank Jones (Have You Met This Jones),theres a small hotel,trio,train
1129,Keith Jarrett,jtd/jarrettk-bopbe-hadencmotianp-1975-1591049e,237.86979166666666,Keith Jarrett (The Impulse Story),bopbe,trio,train
1130,Bill Evans,jtd/evansb-five-johnsonmlabarberaj-1980-33e402fe,38.908854166666664,Bill Evans (The Last Waltz),five,trio,train
1131,Kenny Barron,jtd/barronk-embraceableyoutake2-reidrwaitsf-1984-cf648aa2,178.88932291666666,Kenny Barron (New York Attitude),embraceable you,trio,train
1132,Oscar Peterson,jtd/petersono-bagsgroove-brownrthigpene-1964-6c994182,152.5,Oscar Peterson (In Tokyo 1964),bags groove,trio,train
1133,Bill Evans,jtd/evansb-sugarplum-gomezemorellm-1972-0cfa2d37,102.5,Bill Evans (Momentum),sugarplum,trio,train
1134,Keith Jarrett,jtd/jarrettk-chandra-peacockgmotianp-1992-a0b90ef0,309.9895833333333,Keith Jarrett (At the Deer Head Inn),chandra,trio,train
1135,Cedar Walton,jtd/brownr-sistersadie-waltoncjonese-1977-f5293ebf,88.68880208333333,Cedar Walton (Something for Lester),sister sadie,trio,train
1136,Ahmad Jamal,jtd/jamala-weliveintwodifferent-crosbyifournierv-1959-ca5d66a6,49.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),we,trio,train
1137,Bill Evans,jtd/evansb-woodynyoutake1-chamberspjoep-1958-bb20f7bb,132.5,Bill Evans (Peace Piece and Other Pieces),woodyn you,trio,train
1138,Oscar Peterson,jtd/petersono-learnintheblues-brownrthigpene-1959-87a53fd5,68.97916666666666,Oscar Peterson (A Jazz Portrait of Frank Sinatra),learnin the blues,trio,train
1139,Junior Mance,jtd/mancej-thesimplewaltz-carterrrokerm-1962-5ec77275,109.98958333333333,Junior Mance (Happy Time),the simple waltz,trio,train
1140,Oscar Peterson,jtd/petersono-people-brownrthigpene-1964-7bf701f2,69.98958333333333,Oscar Peterson (We Get Requests),people,trio,train
1141,Hank Jones,jtd/jonesh-thingsaintwhattheyused-drummondrhigginsb-1990-4a0846a7,89.22916666666666,Hank Jones (The Essence),things aint what they used to be,trio,train
1142,Oscar Peterson,jtd/petersono-youngerthanspringtime-brownrthigpene-1965-b0baed54,118.79947916666666,Oscar Peterson (Eloquence),younger than springtime,trio,train
1143,John Hicks,jtd/hicksj-pocketfullofblues-dolphindbrooksc-2001-522e4eea,159.6796875,John Hicks (Music in the Key of Clark),pocket full of blues,trio,train
1144,Tommy Flanagan,jtd/flanagant-rachelsrondo-mitchellrjonese-1980-9adbfa60,139.02994791666666,Tommy Flanagan (Super Session),rachels rondo,trio,train
1145,John Hicks,jtd/hicksj-emily-drummondrmuhammadi-1990-4bae4e77,159.98958333333331,John Hicks (Is That So),emily,trio,train
1146,Bill Evans,jtd/evansb-ourdelight-koticktmotianp-1958-fc79db91,109.98958333333333,Bill Evans (Sharp Notes),our delight,trio,train
1147,Ahmad Jamal,jtd/jamala-lullabyofbirdland-heardjisraely-1992-8a3fdd08,48.859375,Ahmad Jamal (Chicago Revisited),love me or leave me,trio,train
1148,Gene Harris,jtd/brownr-timeaftertime-harrisghamiltonj-1991-b3e6c985,69.98958333333333,Gene Harris (3 Dimensional),time after time,trio,train
1149,Keith Jarrett,jtd/jarrettk-everythingilove-hadencmotianp-1970-480dc582,112.5,Keith Jarrett (Foundations The Keith Jarrett Anthology),everything i love,trio,train
1150,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-3325d107,122.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),like someone in love,trio,train
1151,Junior Mance,jtd/mancej-bluemance-bettskwilliamsj-1994-196327fc,219.66927083333331,Junior Mance (Blue Mance),blue mance,trio,train
1152,Stanley Cowell,jtd/cowells-iconcentrateonyou-mcclurercopelandk-1989-0aeb45db,228.76953125,Stanley Cowell (Sienna),i concentrate on you,trio,train
1153,Bill Evans,jtd/evansb-34skidoo-gomezemorellm-1974-18569365,158.6796875,Bill Evans (Live in Europe II),34 skidoo,trio,train
1154,Junior Mance,jtd/mancej-loveforsale-thompsondalleynea-1997-191b3064,189.98958333333331,Junior Mance (Milestones),love for sale,trio,train
1155,Oscar Peterson,jtd/petersono-summertime-brownrthigpene-1960-1ef3a1ba,106.76953125,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),summertime,trio,train
1156,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-45a56209,122.5,Bill Evans (Consecration),like someone in love,trio,train
1157,Bill Evans,jtd/evansb-sweetlovely-lafarosmotianp-1960-95ba28a5,59.98958333333333,Bill Evans (Seven Classic Albums),sweet and lovely,trio,train
1158,McCoy Tyner,jtd/tynerm-mrgentleandmrcool-garrisonjjonese-1964-0ea667bc,189.98958333333331,McCoy Tyner (McCoy Tyner plays Ellington),mr gentle and mr cool,trio,train
1159,Hank Jones,jtd/jonesh-cominhomebaby-hollanddcopelandk-1989-44c9d853,119.98958333333333,Hank Jones (The Touch),comin home baby,trio,train
1160,Bill Evans,jtd/evansb-dancinginthedark-peacockgmotianp-1963-49dc7466,99.98958333333333,Bill Evans (Trio 64),dancing in the dark,trio,train
1161,Hank Jones,jtd/jonesh-intimidation-hollanddcopelandk-1989-c8e7a552,79.98958333333333,Hank Jones (The Touch),intimidation,trio,train
1162,Thelonious Monk,jtd/monkt-aprilinparisalternatetake-rameygblakeya-1949-611e75bd,79.98958333333333,Thelonious Monk (Complete 1947  1952 Blue Note Recordings),april in paris,trio,train
1163,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezemorellm-1968-b823bfb9,59.98958333333333,Bill Evans (Live at Art DLugoffs Top of the Gate),someday my prince will come,trio,train
1164,Kenny Drew,jtd/drewk-eveninginthepark-rstednqueena-1988-11ad5806,107.59895833333333,Kenny Drew (Impressions),evening at the park,trio,train
1165,Bill Evans,jtd/evansb-butnotforme-johnsonmlabarberaj-1980-72a459bc,104.82942708333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),but not for me,trio,train
1166,Ahmad Jamal,jtd/jamala-ongreendolphinstreet-crosbyiperkinsw-1960-e395ced7,104.63932291666666,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),green dolphin street,trio,train
1167,Bill Evans,jtd/evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,33.87890625,Bill Evans (The Complete Village Vanguard Recordings 1961),glorias step,trio,train
1168,Teddy Wilson,jtd/wilsont-sweetlorraine-hintonmjacksono-1976-26d94d9f,38.109375,Teddy Wilson (Three Little Words),sweet lorraine,trio,train
